Acceleration_X,Acceleration_Y,Acceleration_Z,User Accelerometer_x,User Accelerometer_y,User Accelerometer_z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Magnetometer_X,Magnetometer_Y,Magnetometer_Z,Activity,user
"
-1.96",-9.84,0.1,0,0,0,-0.03,-0.09,0.03,41.55,1.95,21.53,standing,vishal
"
-2.32",-9.77,1.26,0.08,-0.04,-0.34,0.06,-0.3,0.04,41.64,1.91,21.28,standing,vishal
"
-2.12",-9.78,1.06,0.08,-0.04,-0.34,0.04,0.02,0.01,41.79,1.89,20.91,standing,vishal
"
-2.05",-9.82,0.69,-0.34,0.14,0.54,0.1,0.1,0,41.96,1.82,20.49,standing,vishal
"
-1.70",-9.84,1.01,-0.34,0.14,0.54,0.1,0.1,0,42.23,1.84,20.14,standing,vishal
"
-2.31",-9.86,0.99,0.08,-0.07,-0.23,0.09,0.07,0,42.41,1.93,19.74,standing,vishal
"
-1.99",-9.77,1.69,0.08,-0.07,-0.23,0.09,0.11,0.01,42.54,1.97,19.48,standing,vishal
"
-2.28",-9.64,1.32,-0.14,0.15,0.33,0.05,0.08,0,42.56,2.14,19.35,standing,vishal
"
-1.86",-9.72,1.57,-0.07,0.06,0.11,0.01,0.06,-0.02,42.49,2.31,19.5,standing,vishal
"
-2.21",-9.73,1.46,0.02,0.01,-0.01,-0.01,-0.05,-0.02,42.26,2.49,20.04,standing,vishal
"
-2.04",-9.77,1.38,0.03,-0.05,-0.12,-0.03,-0.02,0,42.06,2.72,20.51,standing,vishal
"
-1.78",-9.67,1.21,0.02,0.01,0.01,-0.04,0,-0.01,41.83,2.85,20.85,standing,vishal
"
-2.03",-9.9,0.94,-0.05,0.04,0.03,-0.05,0.06,-0.01,41.64,2.94,21.11,standing,vishal
"
-1.96",-9.84,1.06,-0.14,0.03,0.13,0.02,0.26,-0.02,41.38,3.09,21.51,standing,vishal
"
-1.90",-9.83,0.77,0.2,-0.06,-0.13,-0.01,0.21,-0.02,41.12,3.21,21.96,standing,vishal
"
-2.10",-9.79,0.83,-0.04,0,-0.01,-0.02,0.12,-0.02,40.78,3.23,22.59,standing,vishal
"
-1.93",-9.77,0.62,-0.04,0,-0.01,-0.02,0.12,-0.02,40.39,3.26,23.27,standing,vishal
"
-1.95",-9.84,0.75,-0.01,-0.01,-0.01,-0.03,-0.03,0,40.01,3.24,23.87,standing,vishal
"
-1.95",-9.83,0.63,0.03,0.01,-0.02,-0.03,-0.09,0.01,39.66,3.19,24.51,standing,vishal
"
-1.98",-9.88,0.62,0.03,-0.04,-0.09,-0.06,-0.22,0.01,39.47,3.17,24.86,standing,vishal
"
-1.99",-9.83,0.82,-0.01,0,-0.02,-0.09,-0.33,0.02,39.41,3.09,25.09,standing,vishal
"
-1.90",-9.87,0.8,-0.04,0.01,0.04,-0.03,-0.26,0,39.62,2.93,24.83,standing,vishal
"
-1.89",-9.85,0.93,-0.03,-0.01,0.04,-0.05,-0.23,0,40.01,2.72,24.15,standing,vishal
"
-1.83",-9.85,0.95,-0.04,0.04,0.11,0,-0.12,-0.01,40.59,2.55,22.97,standing,vishal
"
-1.79",-9.85,0.98,-0.02,0,0.08,0.02,-0.01,-0.01,41.33,2.42,21.71,standing,vishal
"
-1.69",-9.96,0.93,0.03,-0.02,0.02,0.02,0.02,-0.01,42.02,2.21,20.4,standing,vishal
"
-1.76",-9.88,1.06,0.04,-0.01,0,0.02,0.01,-0.01,42.71,2.04,19.16,standing,vishal
"
-1.77",-9.87,1.03,0.07,-0.02,0.02,0.01,-0.02,0,43.24,1.97,18.17,standing,vishal
"
-1.76",-9.87,1.02,0.01,0,0.03,0.02,0.01,0,43.54,1.93,17.36,standing,vishal
"
-1.80",-9.86,1.08,0.02,-0.01,-0.02,0.01,0.01,0.01,43.71,1.95,16.95,standing,vishal
"
-1.83",-9.85,1.03,0.04,0,0,0.01,0.02,0.01,43.73,2.08,16.71,standing,vishal
"
-1.80",-9.87,1.09,-0.01,0,-0.02,0.01,0,0,43.74,2.19,16.73,standing,vishal
"
-2.17",-9.71,1.23,0,0,-0.01,0.01,0,0,43.73,2.25,16.76,standing,vishal
"
-1.81",-9.67,1.05,0,0,0.1,-0.02,0.03,0.01,43.67,2.31,16.82,standing,vishal
"
-1.96",-10.03,1.14,0,0,0.1,-0.01,0,0.01,43.52,2.42,16.91,standing,vishal
"
-1.97",-9.82,1.15,0.02,0.02,0.03,0.01,0.04,0,43.46,2.44,17.06,standing,vishal
"
-2.22",-10.07,1.07,-0.08,0.02,-0.01,0.02,-0.05,-0.01,43.46,2.49,17.19,standing,vishal
"
-1.63",-9.88,1.08,0.09,-0.02,-0.08,0,0.06,0,43.46,2.51,17.31,standing,vishal
"
-1.74",-9.79,1.12,-0.09,0.02,0.05,0.02,0.06,0,43.46,2.51,17.44,standing,vishal
"
-1.78",-9.91,1.02,0.03,-0.02,-0.05,0.02,0.04,0.01,43.39,2.49,17.7,standing,vishal
"
-1.93",-9.85,1.2,0.03,-0.02,-0.05,0.02,0.04,0.01,43.24,2.44,17.94,standing,vishal
"
-1.89",-9.79,1.19,0.04,-0.01,-0.02,0,-0.01,0.01,43.2,2.44,18.15,standing,vishal
"
-1.99",-9.84,1.15,-0.02,0.02,0,0.01,-0.01,0.01,43.14,2.36,18.32,standing,vishal
"
-2.00",-9.81,1.22,-0.04,0,0.01,0.01,0.02,0,43.14,2.46,18.49,standing,vishal
"
-1.98",-9.83,1.21,-0.02,0.01,0.01,0.02,0.03,0,43.01,2.49,18.6,standing,vishal
"
-1.98",-9.79,1.19,-0.02,0,0.02,0.01,0.04,-0.01,42.92,2.51,18.75,standing,vishal
"
-1.94",-9.83,1.2,-0.01,0,0,0.01,0.05,-0.01,42.73,2.51,18.98,standing,vishal
"
-1.92",-9.85,1.13,0,-0.01,-0.02,0,0.04,-0.01,42.6,2.55,19.18,standing,vishal
"
-1.94",-9.81,1.13,0.01,0.01,0.02,0,0.03,0,42.47,2.57,19.24,standing,vishal
"
-1.92",-9.85,1.11,0.01,0,-0.01,0,0.03,0,42.3,2.68,19.46,standing,vishal
"
-1.92",-9.81,1.12,0,0,0,0,0.03,0,42.24,2.74,19.76,standing,vishal
"
-1.95",-9.82,1.08,-0.01,0,0.01,-0.01,0.03,0,42.06,2.76,20.01,standing,vishal
"
-1.94",-9.84,0.96,0,0,-0.01,0,0.04,0,41.98,2.81,20.36,standing,vishal
"
-1.88",-9.77,1.05,0,-0.01,-0.07,0.01,0.02,-0.01,41.81,2.87,20.63,standing,vishal
"
-1.93",-9.84,1.09,-0.02,0,-0.01,0.01,0.03,-0.01,41.76,2.93,20.83,standing,vishal
"
-1.91",-9.83,1.03,0.01,-0.01,-0.03,0.01,0.02,0,41.64,2.98,21,standing,vishal
"
-1.92",-9.81,1.12,0.01,0,0,0.01,0.01,0,41.63,3.09,21.26,standing,vishal
"
-1.95",-9.81,1.13,0.01,0,-0.01,0,0.01,0,41.57,3.09,21.45,standing,vishal
"
-1.95",-9.87,1,0.01,0,0.02,-0.01,0.01,0,41.46,3.23,21.53,standing,vishal
"
-1.95",-9.87,0.94,-0.01,0.01,0.03,-0.01,0.01,0,41.36,3.24,21.69,standing,vishal
"
-1.93",-9.83,1,-0.01,0.01,0.02,0,0.01,0,41.25,3.3,21.77,standing,vishal
"
-1.93",-9.85,0.99,0,-0.01,-0.02,-0.01,-0.01,0,41.23,3.23,21.94,standing,vishal
"
-1.91",-9.86,0.96,-0.01,0,-0.02,0,0,0,41.16,3.23,21.98,standing,vishal
"
-2.00",-9.82,1.08,0,0,-0.01,0,0,0,41.19,3.21,21.94,standing,vishal
"
-1.87",-9.87,1,-0.02,0,0,0,0.01,0,41.16,3.11,22.05,standing,vishal
"
-1.93",-9.85,1,0.04,0,-0.01,0,0.01,0,41.03,3.08,22.05,standing,vishal
"
-1.97",-9.82,1.02,0.02,-0.01,0.01,0,0,0,40.95,3,22.14,standing,vishal
"
-1.98",-9.85,1.02,0,0,0.02,-0.01,-0.01,0,40.97,3,22.13,standing,vishal
"
-1.96",-9.85,0.96,-0.02,0.01,0.02,-0.01,0.01,0,41.03,2.93,22.22,standing,vishal
"
-1.94",-9.8,0.97,-0.01,0,0,-0.01,0.01,0,41.03,2.94,22.24,standing,vishal
"
-1.92",-9.8,1.02,0,0.01,0,0,0,0,41.06,2.93,22.33,standing,vishal
"
-1.86",-9.81,1.03,0,0,-0.01,0,0,0,41.01,2.89,22.43,standing,vishal
"
-2.00",-9.86,0.98,0,-0.01,-0.01,-0.01,-0.01,0,41.03,2.96,22.46,standing,vishal
"
-1.97",-9.8,1.02,0.03,0,0.03,0.01,0.01,0,41.12,2.96,22.43,standing,vishal
"
-1.89",-9.85,0.99,-0.02,-0.01,-0.03,0.01,0.04,0,41.16,2.89,22.54,standing,vishal
"
-1.99",-9.82,1.15,0.02,0.01,0.05,-0.02,-0.02,0,41.1,2.83,22.59,standing,vishal
"
-2.03",-9.77,1.03,0,0,0.08,-0.05,-0.03,0.01,41.08,2.83,22.46,standing,vishal
"
-1.82",-10,0.53,0,0,0.08,-0.05,-0.03,0.01,41.1,2.76,22.41,standing,vishal
"
-2.11",-9.85,0.68,0,0,0.08,-0.04,-0.05,0,41.18,2.64,22.33,standing,vishal
"
-2.03",-9.91,0.8,0,-0.02,-0.14,-0.04,-0.01,-0.01,41.29,2.53,22.22,standing,vishal
"
-2.78",-9.53,0.92,-0.1,0.02,0.04,-0.02,-0.02,0,41.33,2.38,22.09,standing,vishal
"
-1.55",-9.94,0.16,0.01,-0.02,-0.05,-0.02,0.12,-0.01,41.44,2.23,22.11,standing,vishal
"
-1.62",-9.82,0.34,-0.04,0.05,0.1,-0.01,-0.07,-0.01,41.51,2.08,21.9,standing,vishal
"
-2.38",-9.72,1.29,-0.03,-0.03,-0.21,0.03,-0.04,0,41.63,1.95,21.83,standing,vishal
"
-1.76",-9.93,0.63,0.05,-0.01,-0.04,0.05,0.08,-0.01,41.64,1.86,21.83,standing,vishal
"
-1.88",-9.86,0.75,0.04,0.01,0.13,-0.01,-0.01,-0.01,41.63,1.84,21.77,standing,vishal
"
-1.94",-9.71,0.56,0.04,0.01,0.13,-0.01,-0.01,-0.01,41.64,1.78,21.73,standing,vishal
"
-1.99",-9.84,0.57,-0.01,0,0.13,-0.03,0.03,0,41.61,1.84,21.84,standing,vishal
"
-1.90",-9.88,0.43,-0.03,0.01,-0.04,-0.01,0.03,0,41.55,1.73,21.9,standing,vishal
"
-2.00",-9.88,0.49,0.04,-0.01,-0.08,-0.02,-0.03,0,41.57,1.73,21.9,standing,vishal
"
-1.87",-9.82,0.47,0.02,-0.02,-0.15,0.01,-0.03,0,41.57,1.82,21.98,standing,vishal
"
-1.83",-9.87,0.73,-0.01,0,-0.07,0.03,-0.05,0,41.57,1.71,21.94,standing,vishal
"
-2.05",-9.86,0.76,0.01,-0.01,-0.02,0.02,-0.04,0.01,41.7,1.73,21.84,standing,vishal
"
-1.95",-9.86,0.79,-0.03,0.02,0.09,0.02,0.01,0,41.78,1.63,21.73,standing,vishal
"
-1.96",-9.87,0.77,-0.03,0,0.03,0.01,0,0,41.78,1.61,21.77,standing,vishal
"
-1.92",-9.87,0.73,0.01,0.01,0.04,0,0.01,0,41.83,1.63,21.66,standing,vishal
"
-1.90",-9.9,0.75,-0.02,0,0.03,0,0.02,-0.01,41.91,1.74,21.6,standing,vishal
"
-1.94",-9.91,0.76,0.01,0,0.03,-0.01,0,-0.01,41.89,1.88,21.51,standing,vishal
"
-1.84",-9.92,0.54,0.01,0,0.06,-0.02,0.02,0,41.87,1.91,21.38,standing,vishal
"
-1.93",-9.87,0.56,0,0,0,-0.02,0,0,41.83,2.04,21.38,standing,vishal
"
-1.92",-9.87,0.56,0.05,-0.03,-0.12,0,-0.04,0.01,41.78,2.08,21.38,standing,vishal
"
-1.99",-9.9,0.51,-0.04,0.03,-0.05,0.03,0.03,0,41.74,2.18,21.36,standing,vishal
"
-1.94",-9.86,0.75,-0.01,-0.01,-0.03,0.02,0.04,0.01,41.66,2.21,21.41,standing,vishal
"
-1.92",-9.89,0.73,0.03,-0.01,0.05,0.01,0.02,0,41.63,2.14,21.53,standing,vishal
"
-1.93",-10.03,0.74,0.03,-0.01,0.05,-0.01,0.13,-0.05,41.49,2.16,21.68,standing,vishal
"
-1.84",-9.78,0.62,-0.03,-0.05,0.09,0.02,0.26,0,41.18,2.19,22.14,standing,vishal
"
-1.76",-9.88,0.46,0.07,0.11,-0.01,-0.02,-0.04,0.01,40.84,2.12,22.61,standing,vishal
"
-2.04",-9.85,0.59,0.11,0.01,-0.08,-0.03,-0.03,0.01,40.59,2.08,23.08,standing,vishal
"
-2.00",-9.89,0.42,-0.13,0.03,0.11,-0.07,-0.08,-0.01,40.29,2.03,23.59,standing,vishal
"
-1.93",-9.89,0.27,-0.05,-0.01,-0.05,0.01,-0.02,0.01,40.13,1.95,24.06,standing,vishal
"
-1.93",-9.88,0.4,-0.03,0,-0.09,-0.04,-0.02,-0.03,39.98,1.93,24.36,standing,vishal
"
-1.83",-9.95,0.24,-0.05,0.02,0.01,0.03,0.11,-0.03,39.79,1.91,24.62,standing,vishal
"
-1.70",-9.95,0.21,0,-0.03,-0.08,0.01,0.07,-0.03,39.54,1.93,25.01,standing,vishal
"
-1.72",-9.92,0.33,0.07,-0.01,-0.06,-0.01,0.01,-0.01,39.56,1.88,25.07,standing,vishal
"
-1.69",-9.98,0.16,0.02,0.01,0.01,0.01,-0.03,0,39.64,1.97,25.16,standing,vishal
"
-1.66",-9.96,0.3,0.04,-0.04,-0.15,0.04,0.01,0,39.64,2.06,25.22,standing,vishal
"
-1.78",-9.92,0.51,0.05,-0.01,-0.03,0,-0.05,0,39.68,2.18,25.2,standing,vishal
"
-1.68",-9.97,0.38,-0.04,0.02,0.1,0.01,-0.02,0.01,39.66,2.4,25.26,standing,vishal
"
-1.68",-9.97,0.38,-0.04,0.02,0.1,0.01,-0.03,0.02,39.6,2.53,25.28,standing,vishal
"
-1.74",-9.9,0.5,0.07,-0.03,-0.05,0.03,-0.05,0.03,39.6,2.63,25.26,standing,vishal
"
-1.85",-9.9,0.68,0.04,0.02,-0.01,0.02,-0.01,0.03,39.77,2.63,24.98,standing,vishal
"
-1.82",-9.9,0.62,-0.02,0,0.08,0.01,-0.07,0.02,39.83,2.61,24.75,standing,vishal
"
-1.92",-9.89,0.68,0.04,0,-0.01,0,-0.05,0.02,39.92,2.64,24.45,standing,vishal
"
-1.95",-9.87,0.73,-0.03,0,0.03,-0.03,-0.03,0,40.11,2.64,24.17,standing,vishal
"
-2.04",-9.82,0.79,-0.03,0.02,0.08,0.02,0.06,0,40.24,2.61,23.94,standing,vishal
"
-2.04",-9.82,0.79,-0.03,0.02,0.08,0.02,0.06,0,40.35,2.44,23.79,standing,vishal
"
-1.95",-9.88,0.68,-0.07,0.04,0.08,0,0.03,0,40.41,2.42,23.7,standing,vishal
"
-1.91",-9.85,0.63,0.01,-0.01,-0.01,0,0.02,0,40.41,2.4,23.61,standing,vishal
"
-1.92",-9.84,0.65,0.03,0.01,-0.01,0,0.05,0,40.35,2.51,23.7,standing,vishal
"
-1.94",-9.87,0.58,0.03,0.01,-0.02,0.02,0,0.01,40.39,2.53,23.83,standing,vishal
"
-2.03",-9.84,0.8,-0.01,-0.01,-0.08,0.01,-0.03,0,40.37,2.53,23.94,standing,vishal
"
-1.97",-9.85,0.82,-0.07,0.01,0.08,0.01,0,-0.01,40.37,2.63,24,standing,vishal
"
-1.93",-9.88,0.71,0,0,0.07,0.01,0.02,0,40.26,2.61,24.17,standing,vishal
"
-1.92",-9.87,0.71,0.02,-0.02,0,-0.03,0,0,40.2,2.64,24.26,standing,vishal
"
-1.92",-9.86,0.6,0.02,0,0.05,-0.04,-0.01,0,40.18,2.59,24.3,standing,vishal
"
-1.97",-9.87,0.54,0.01,0.01,-0.03,-0.03,-0.12,0.01,40.18,2.59,24.23,standing,vishal
"
-2.00",-9.84,0.66,-0.04,0,-0.06,-0.01,-0.08,0,40.33,2.51,24.02,standing,vishal
"
-1.95",-9.88,0.63,-0.05,0.02,-0.01,0.03,-0.01,-0.01,40.48,2.49,23.78,standing,vishal
"
-1.87",-9.88,0.74,-0.02,-0.01,-0.09,0.05,0,-0.01,40.58,2.51,23.55,standing,vishal
"
-1.87",-9.81,1.05,0.03,-0.02,-0.09,0.07,-0.02,-0.01,40.58,2.48,23.38,standing,vishal
"
-1.82",-9.87,1.13,0.02,0.02,0.05,0.07,-0.01,0,40.78,2.55,23.1,standing,vishal
"
-1.88",-9.84,1.21,0.05,-0.03,0.04,0.03,-0.01,0,40.86,2.66,22.84,standing,vishal
"
-1.82",-9.83,1.2,-0.01,0,0.07,0.02,0.05,0,40.95,2.85,22.61,standing,vishal
"
-1.95",-9.8,1.22,0.04,0.01,0.04,0,0.01,0,41.01,3.04,22.61,standing,vishal
"
-1.91",-9.84,1.12,-0.05,0.02,0.02,0.03,0.06,0,41.03,3.13,22.59,standing,vishal
"
-1.85",-9.81,1.28,-0.01,-0.01,-0.07,0.03,0.07,-0.01,40.91,3.39,22.74,standing,vishal
"
-1.84",-9.79,1.22,0.04,0.01,0.06,0,0.01,0,40.76,3.45,22.91,standing,vishal
"
-1.91",-9.82,1.24,0.05,0.01,-0.02,0,-0.1,0.02,40.73,3.54,23.06,standing,vishal
"
-1.94",-9.8,1.3,-0.01,-0.02,-0.02,0,-0.08,0.02,40.65,3.6,23.1,standing,vishal
"
-1.94",-9.8,1.3,-0.01,-0.02,-0.02,-0.01,-0.05,0.01,40.61,3.64,23.04,standing,vishal
"
-1.94",-9.8,1.3,-0.01,-0.02,-0.02,-0.01,-0.05,0.01,40.73,3.64,22.93,standing,vishal
"
-1.93",-9.8,1.2,0,0,0.05,-0.02,-0.02,0.01,40.86,3.53,22.8,standing,vishal
"
-1.91",-9.82,1.28,0.01,0.01,-0.02,-0.02,-0.04,0.01,40.93,3.53,22.71,standing,vishal
"
-1.92",-9.79,1.2,0.01,-0.01,0.06,-0.01,0.02,0,41.1,3.43,22.54,standing,vishal
"
-1.98",-9.81,1.17,0,0.02,0,-0.02,-0.02,0,41.34,3.36,22.29,standing,vishal
"
-1.89",-9.79,1.16,-0.05,-0.01,-0.04,0.02,0.01,0,41.46,3.38,22.09,standing,vishal
"
-1.95",-9.81,1.2,0.03,0,-0.1,0.04,-0.03,0,41.51,3.36,21.92,standing,vishal
"
-1.89",-9.78,1.39,-0.02,-0.02,-0.08,0.03,0,0,41.61,3.43,21.83,standing,vishal
"
-1.92",-9.76,1.47,0.03,0,0.05,0.02,0.01,0,41.61,3.43,21.79,standing,vishal
"
-1.88",-9.79,1.41,0.01,0.01,0.08,0.02,0.06,0,41.49,3.51,21.69,standing,vishal
"
-1.98",-9.77,1.43,0.03,-0.01,0.03,-0.02,-0.01,0,41.4,3.6,21.73,standing,vishal
"
-1.88",-9.8,1.28,-0.04,0.01,0.06,-0.02,0,0,41.34,3.54,21.68,standing,vishal
"
-1.88",-9.8,1.28,-0.04,0.01,0.06,-0.02,-0.02,0,41.34,3.56,21.66,standing,vishal
"
-1.92",-9.79,1.26,0.03,-0.01,-0.03,-0.04,-0.04,0.01,41.34,3.41,21.69,standing,vishal
"
-1.97",-9.76,1.28,0,0.01,0.03,-0.03,-0.1,0.01,41.38,3.43,21.69,standing,vishal
"
-2.05",-9.74,1.31,-0.03,0.03,0.04,-0.05,-0.1,0.01,41.48,3.26,21.6,standing,vishal
"
-1.89",-9.86,1.09,-0.07,0.04,0.09,-0.05,-0.01,0,41.59,3.15,21.39,standing,vishal
"
-1.91",-9.83,1.06,0.05,-0.05,-0.03,-0.03,-0.03,-0.01,41.78,2.98,21.21,standing,vishal
"
-1.90",-9.85,0.98,0.01,-0.01,-0.01,-0.03,0.03,0,41.98,2.74,20.87,standing,vishal
"
-1.93",-9.83,0.97,0.01,-0.01,-0.01,-0.03,-0.01,0,42.19,2.55,20.59,standing,vishal
"
-2.04",-9.81,0.92,0,0.01,0.02,-0.01,0.04,0,42.34,2.44,20.36,standing,vishal
"
-1.85",-9.85,0.87,-0.08,0.02,0.01,0,0.05,0,42.39,2.33,20.16,standing,vishal
"
-1.89",-9.87,0.79,0.09,-0.02,-0.01,0.02,0.02,0.01,42.47,2.12,20.06,standing,vishal
"
-1.89",-9.87,0.79,0.09,-0.02,-0.01,0.02,0.02,0.01,42.47,2.03,20.1,standing,vishal
"
-1.89",-9.87,0.79,0.09,-0.02,-0.01,0.04,0,0,42.45,1.93,20.19,standing,vishal
"
-1.74",-9.88,0.84,0.03,-0.02,-0.12,0.04,-0.08,0.02,42.45,1.97,20.31,standing,vishal
"
-2.24",-9.74,1.4,0.15,-0.04,-0.14,0.03,-0.09,0.01,42.51,2.01,20.23,standing,vishal
"
-1.96",-9.77,1.29,-0.23,0.06,0.22,0.02,0.03,0.01,42.51,2.12,20.18,standing,vishal
"
-2.10",-9.77,1.32,0.05,0.01,0.04,-0.01,-0.09,0.01,42.49,2.19,20.03,standing,vishal
"
-1.99",-9.76,1.35,-0.07,0.01,0.04,0.03,0.15,0,42.6,2.31,19.91,standing,vishal
"
-2.10",-9.74,1.31,0.06,0.01,0.05,-0.02,0.03,0,42.54,2.34,19.84,standing,vishal
"
-2.10",-9.74,1.31,0.06,0.01,0.05,-0.02,0.03,0,42.49,2.38,19.84,standing,vishal
"
-2.13",-9.74,1.16,-0.03,0.01,0,0.03,0.08,-0.02,42.45,2.53,19.95,standing,vishal
"
-1.93",-9.81,1.2,-0.04,0,-0.13,0.04,0.09,-0.02,42.28,2.61,20.06,standing,vishal
"
-2.13",-9.73,1.34,0.1,-0.04,-0.02,-0.02,0,0,42.08,2.61,20.46,standing,vishal
"
-1.96",-9.85,0.84,0.1,-0.04,-0.02,0,-0.03,0.01,41.93,2.61,20.79,standing,vishal
"
-2.14",-9.69,1.24,0.07,-0.06,-0.27,0.06,0.13,-0.02,41.76,2.64,21.26,standing,vishal
"
-2.06",-9.76,1.31,-0.07,0.06,0.04,0.05,0.05,0,41.46,2.66,21.64,standing,vishal
"
-2.06",-9.76,1.31,-0.07,0.06,0.04,0.05,0.05,0,41.29,2.83,22.11,standing,vishal
"
-2.07",-9.77,1.2,0.03,-0.01,0.03,0,0.06,0.01,41.1,2.96,22.52,standing,vishal
"
-2.08",-9.76,1.14,0.03,-0.01,-0.04,-0.01,-0.02,0.01,40.91,2.98,22.82,standing,vishal
"
-2.08",-9.76,1.14,0.03,-0.01,-0.04,-0.01,-0.02,0.01,40.8,2.94,22.99,standing,vishal
"
-2.22",-9.7,1.4,0.03,-0.01,-0.04,0.02,0.09,-0.02,40.59,3,23.18,standing,vishal
"
-1.77",-9.85,1.08,-0.12,0.04,0.1,-0.01,0.03,-0.01,40.39,3.09,23.4,standing,vishal
"
-2.26",-9.65,1.47,0.21,-0.06,-0.12,-0.08,-0.07,-0.01,40.29,3.04,23.57,standing,vishal
"
-1.98",-9.85,0.88,-0.2,0.1,0.27,-0.04,-0.05,0.02,40.31,3.11,23.66,standing,vishal
"
-1.96",-9.85,0.84,0.07,-0.06,-0.17,0.01,0.07,0.01,40.29,3.02,23.66,standing,vishal
"
-2.16",-9.74,1.1,0.07,-0.04,-0.14,-0.02,-0.14,0.02,40.39,2.98,23.57,standing,vishal
"
-2.13",-9.79,1.15,-0.08,0.04,0.07,-0.02,0.01,0,40.44,2.85,23.44,standing,vishal
"
-2.11",-9.73,1.08,-0.03,0,0.1,-0.04,0.03,0,40.56,2.85,23.48,standing,vishal
"
-2.11",-9.73,1.08,-0.03,0,0.1,-0.03,-0.02,-0.01,40.65,2.79,23.36,standing,vishal
"
-2.13",-9.77,1.05,-0.01,0.03,0.15,-0.06,-0.02,0.01,40.74,2.64,23.21,standing,vishal
"
-2.06",-9.87,0.42,-0.03,0,0.1,-0.02,-0.01,-0.01,40.84,2.61,23.12,standing,vishal
"
-2.03",-9.83,0.71,0,-0.07,-0.36,0,-0.02,-0.01,40.89,2.4,23.1,standing,vishal
"
-2.03",-9.83,0.71,0,-0.07,-0.36,0,-0.02,-0.01,41.06,2.27,22.95,standing,vishal
"
-1.97",-9.84,0.83,0,-0.01,-0.09,0.01,-0.04,-0.01,41.14,2.23,22.84,standing,vishal
"
-1.98",-9.84,0.91,0.03,-0.02,0,0.01,-0.02,0,41.16,2.19,22.71,standing,vishal
"
-1.97",-9.85,0.89,0.01,-0.01,0.04,0,-0.02,0,41.23,2.12,22.48,standing,vishal
"
-1.94",-9.84,0.87,0,-0.01,0.01,0.01,0,-0.01,41.42,1.99,22.33,standing,vishal
"
-1.98",-9.83,0.92,0.02,-0.01,-0.02,0.01,-0.02,0,41.57,2.03,22.16,standing,vishal
"
-1.95",-9.84,0.93,-0.02,0,0.02,0,0.01,0,41.64,2.06,21.94,standing,vishal
"
-1.95",-9.83,0.88,0.01,0,0.01,0.01,-0.01,0,41.74,2.16,21.79,standing,vishal
"
-1.94",-9.83,0.95,0,0,-0.06,0.02,0.01,0,41.83,2.21,21.69,standing,vishal
"
-1.99",-9.81,1.05,0.02,-0.01,-0.03,0.02,-0.01,0,41.78,2.18,21.64,standing,vishal
"
-1.96",-9.83,1.05,-0.02,0.01,0.02,0.03,0.04,0,41.89,2.23,21.69,standing,vishal
"
-1.99",-9.81,1.11,0.02,-0.01,0,0.01,0.01,0,41.85,2.31,21.83,standing,vishal
"
-2.03",-9.8,1.09,0,0.01,0.05,0,0.04,0,41.76,2.42,21.94,standing,vishal
"
-1.95",-9.82,1.02,-0.03,0.01,0.04,0,0.05,0,41.63,2.49,22.07,standing,vishal
"
-1.95",-9.82,1.04,0.03,0,-0.01,-0.02,0,0,41.53,2.55,22.29,standing,vishal
"
-2.04",-9.81,0.98,0.02,0,0.03,-0.02,-0.02,0,41.4,2.64,22.39,standing,vishal
"
-2.00",-9.8,0.98,-0.05,0.01,0,-0.01,0.02,-0.01,41.23,2.66,22.5,standing,vishal
"
-1.96",-9.85,0.92,-0.01,0.01,0,0.01,0.04,-0.01,41.18,2.74,22.73,standing,vishal
"
-1.93",-9.84,0.92,0.01,-0.02,-0.03,0,0.03,-0.01,41.06,2.81,22.86,standing,vishal
"
-1.94",-9.84,0.9,0.03,-0.01,-0.01,0,0.01,0,40.99,2.87,22.95,standing,vishal
"
-1.96",-9.83,0.9,0.02,-0.01,-0.01,-0.01,0,0,40.91,2.89,23.04,standing,vishal
"
-1.99",-9.83,0.88,0.01,0,0.01,-0.01,0,0.01,40.84,2.91,23.21,standing,vishal
"
-2.04",-9.81,0.89,0,0,0.01,-0.02,-0.02,0.01,40.73,2.89,23.25,standing,vishal
"
-2.03",-9.81,0.84,-0.02,0.01,0.02,0,0.02,0.01,40.65,2.78,23.36,standing,vishal
"
-2.00",-9.85,0.82,0.01,0,-0.03,0,0.01,0.01,40.63,2.72,23.46,standing,vishal
"
-2.10",-9.89,0.89,0.03,-0.02,-0.03,-0.01,-0.01,0.01,40.54,2.66,23.46,standing,vishal
"
-2.18",-9.69,0.94,0.03,-0.02,-0.03,-0.02,0.04,-0.01,40.5,2.51,23.57,standing,vishal
"
-2.04",-9.84,0.72,-0.13,0.1,0.11,0.02,0.04,-0.01,40.43,2.4,23.78,standing,vishal
"
-1.97",-9.84,0.84,0.01,-0.03,-0.08,0.01,-0.04,0,40.28,2.38,23.94,standing,vishal
"
-2.03",-9.8,0.96,0.05,-0.02,0,-0.02,-0.04,0,40.28,2.34,24,standing,vishal
"
-1.98",-9.85,0.84,-0.01,0.01,0.09,-0.02,-0.04,0,40.35,2.38,24.04,standing,vishal
"
-2.02",-9.79,0.88,0.02,-0.02,-0.02,-0.02,-0.09,0,40.43,2.29,23.87,standing,vishal
